ncbi-geneid:1	hsa:1
ncbi-geneid:102465907	hsa:102465907
ncbi-geneid:102465908	hsa:102465908
ncbi-geneid:102465909	hsa:102465909
ncbi-geneid:102465910	hsa:102465910
ncbi-geneid:102465944	hsa:102465944
ncbi-geneid:102465974	hsa:102465974
ncbi-geneid:102465975	hsa:102465975
ncbi-geneid:102465976	hsa:102465976
ncbi-geneid:102465977	hsa:102465977
ncbi-geneid:102465978	hsa:102465978
ncbi-geneid:102465985	hsa:102465985
ncbi-geneid:102465993	hsa:102465993
ncbi-geneid:102465995	hsa:102465995
ncbi-geneid:102466081	hsa:102466081
ncbi-geneid:102466103	hsa:102466103
ncbi-geneid:102466104	hsa:102466104
ncbi-geneid:102466162	hsa:102466162
ncbi-geneid:102466189	hsa:102466189
ncbi-geneid:102466190	hsa:102466190
ncbi-geneid:102466191	hsa:102466191
ncbi-geneid:102466192	hsa:102466192
ncbi-geneid:102466193	hsa:102466193
ncbi-geneid:102466194	hsa:102466194
ncbi-geneid:102466195	hsa:102466195
ncbi-geneid:102466196	hsa:102466196
ncbi-geneid:102466197	hsa:102466197
ncbi-geneid:102466198	hsa:102466198
ncbi-geneid:102466199	hsa:102466199
ncbi-geneid:102466200	hsa:102466200
ncbi-geneid:102466201	hsa:102466201
ncbi-geneid:102466202	hsa:102466202
ncbi-geneid:102466203	hsa:102466203
ncbi-geneid:102466204	hsa:102466204
ncbi-geneid:102466205	hsa:102466205
ncbi-geneid:102466222	hsa:102466222
ncbi-geneid:102466223	hsa:102466223
ncbi-geneid:102466225	hsa:102466225
ncbi-geneid:102466227	hsa:102466227
ncbi-geneid:102466235	hsa:102466235
ncbi-geneid:102466247	hsa:102466247
ncbi-geneid:102466250	hsa:102466250
ncbi-geneid:102466251	hsa:102466251
ncbi-geneid:102466252	hsa:102466252
ncbi-geneid:102466253	hsa:102466253
ncbi-geneid:102466259	hsa:102466259
ncbi-geneid:102466268	hsa:102466268
ncbi-geneid:102466270	hsa:102466270
ncbi-geneid:102466271	hsa:102466271
ncbi-geneid:102466515	hsa:102466515
ncbi-geneid:102466516	hsa:102466516
ncbi-geneid:102466518	hsa:102466518
ncbi-geneid:102466519	hsa:102466519
ncbi-geneid:102466615	hsa:102466615
ncbi-geneid:102466616	hsa:102466616
ncbi-geneid:102466656	hsa:102466656
ncbi-geneid:102466657	hsa:102466657
ncbi-geneid:102466658	hsa:102466658
ncbi-geneid:102466659	hsa:102466659
ncbi-geneid:102466719	hsa:102466719
ncbi-geneid:102466720	hsa:102466720
ncbi-geneid:102466721	hsa:102466721
ncbi-geneid:102466722	hsa:102466722
ncbi-geneid:102466723	hsa:102466723
ncbi-geneid:102466724	hsa:102466724
ncbi-geneid:102466725	hsa:102466725
ncbi-geneid:102466726	hsa:102466726
ncbi-geneid:102466727	hsa:102466727
ncbi-geneid:102466728	hsa:102466728
ncbi-geneid:102466729	hsa:102466729
ncbi-geneid:102466730	hsa:102466730
ncbi-geneid:102466731	hsa:102466731
ncbi-geneid:102466732	hsa:102466732
ncbi-geneid:102466733	hsa:102466733
ncbi-geneid:102466734	hsa:102466734
ncbi-geneid:102466735	hsa:102466735
ncbi-geneid:102466736	hsa:102466736
ncbi-geneid:102466737	hsa:102466737
ncbi-geneid:102466738	hsa:102466738
ncbi-geneid:102466739	hsa:102466739
ncbi-geneid:102466740	hsa:102466740
ncbi-geneid:102466741	hsa:102466741
ncbi-geneid:102466742	hsa:102466742
ncbi-geneid:102466743	hsa:102466743
ncbi-geneid:102466744	hsa:102466744
ncbi-geneid:102466745	hsa:102466745
ncbi-geneid:102466746	hsa:102466746
ncbi-geneid:102466747	hsa:102466747
ncbi-geneid:102466748	hsa:102466748
ncbi-geneid:102466749	hsa:102466749
ncbi-geneid:102466750	hsa:102466750
ncbi-geneid:102466751	hsa:102466751
ncbi-geneid:102466752	hsa:102466752
ncbi-geneid:102466753	hsa:102466753
ncbi-geneid:102466754	hsa:102466754
ncbi-geneid:102466755	hsa:102466755
ncbi-geneid:102466756	hsa:102466756
ncbi-geneid:102466757	hsa:102466757
ncbi-geneid:102466758	hsa:102466758
ncbi-geneid:102466759	hsa:102466759
ncbi-geneid:102466806	hsa:102466806
ncbi-geneid:102466812	hsa:102466812
ncbi-geneid:102466814	hsa:102466814
ncbi-geneid:102466815	hsa:102466815
ncbi-geneid:102466816	hsa:102466816
ncbi-geneid:102466854	hsa:102466854
ncbi-geneid:102466864	hsa:102466864
ncbi-geneid:102466865	hsa:102466865
ncbi-geneid:102466866	hsa:102466866
ncbi-geneid:102466872	hsa:102466872
ncbi-geneid:102466873	hsa:102466873
ncbi-geneid:102466874	hsa:102466874
ncbi-geneid:102466875	hsa:102466875
ncbi-geneid:102466876	hsa:102466876
ncbi-geneid:102466877	hsa:102466877
ncbi-geneid:102466878	hsa:102466878
ncbi-geneid:102466879	hsa:102466879
ncbi-geneid:102466880	hsa:102466880
ncbi-geneid:102466889	hsa:102466889
ncbi-geneid:102466906	hsa:102466906
ncbi-geneid:102466911	hsa:102466911
ncbi-geneid:102466912	hsa:102466912
ncbi-geneid:102466918	hsa:102466918
ncbi-geneid:102466953	hsa:102466953
ncbi-geneid:102466967	hsa:102466967
ncbi-geneid:102466972	hsa:102466972
ncbi-geneid:102466982	hsa:102466982
ncbi-geneid:102466983	hsa:102466983
ncbi-geneid:102466984	hsa:102466984
ncbi-geneid:102466985	hsa:102466985
ncbi-geneid:102466986	hsa:102466986
ncbi-geneid:102466995	hsa:102466995
ncbi-geneid:102467003	hsa:102467003
ncbi-geneid:102467004	hsa:102467004
ncbi-geneid:102467005	hsa:102467005
ncbi-geneid:102467073	hsa:102467073
ncbi-geneid:102467074	hsa:102467074
ncbi-geneid:102467075	hsa:102467075
ncbi-geneid:102467077	hsa:102467077
ncbi-geneid:102467079	hsa:102467079
ncbi-geneid:102467080	hsa:102467080
ncbi-geneid:102467081	hsa:102467081
ncbi-geneid:102467146	hsa:102467146
ncbi-geneid:102467147	hsa:102467147
ncbi-geneid:102467212	hsa:102467212
ncbi-geneid:102467213	hsa:102467213
ncbi-geneid:102467214	hsa:102467214
ncbi-geneid:102467216	hsa:102467216
ncbi-geneid:102467217	hsa:102467217
ncbi-geneid:102467222	hsa:102467222
ncbi-geneid:102467223	hsa:102467223
ncbi-geneid:102467224	hsa:102467224
ncbi-geneid:102467225	hsa:102467225
ncbi-geneid:102467226	hsa:102467226
ncbi-geneid:102467655	hsa:102467655
ncbi-geneid:10247	hsa:10247
ncbi-geneid:102477328	hsa:102477328
ncbi-geneid:10249	hsa:10249
ncbi-geneid:1025	hsa:1025
ncbi-geneid:10250	hsa:10250
ncbi-geneid:102503427	hsa:102503427
ncbi-geneid:102503429	hsa:102503429
ncbi-geneid:10251	hsa:10251
ncbi-geneid:10248	hsa:10248
ncbi-geneid:10252	hsa:10252
ncbi-geneid:102524628	hsa:102524628
ncbi-geneid:10253	hsa:10253
ncbi-geneid:10254	hsa:10254
ncbi-geneid:102546175	hsa:102546175
ncbi-geneid:102546226	hsa:102546226
ncbi-geneid:102546227	hsa:102546227
ncbi-geneid:102546228	hsa:102546228
ncbi-geneid:102546229	hsa:102546229
ncbi-geneid:102546294	hsa:102546294
ncbi-geneid:102546298	hsa:102546298
ncbi-geneid:102546299	hsa:102546299
ncbi-geneid:10255	hsa:10255
ncbi-geneid:102557615	hsa:102557615
ncbi-geneid:10256	hsa:10256
ncbi-geneid:10257	hsa:10257
ncbi-geneid:102577424	hsa:102577424
ncbi-geneid:102577426	hsa:102577426
ncbi-geneid:102578074	hsa:102578074
ncbi-geneid:1026	hsa:1026
ncbi-geneid:10260	hsa:10260
ncbi-geneid:102606463	hsa:102606463
ncbi-geneid:102606465	hsa:102606465
ncbi-geneid:102606466	hsa:102606466
ncbi-geneid:10261	hsa:10261
ncbi-geneid:10262	hsa:10262
ncbi-geneid:10263	hsa:10263
ncbi-geneid:10265	hsa:10265
ncbi-geneid:102659288	hsa:102659288
ncbi-geneid:102659353	hsa:102659353
ncbi-geneid:10266	hsa:10266
ncbi-geneid:10267	hsa:10267
ncbi-geneid:10268	hsa:10268
ncbi-geneid:102682016	hsa:102682016
ncbi-geneid:10269	hsa:10269
ncbi-geneid:1027	hsa:1027
ncbi-geneid:10270	hsa:10270
ncbi-geneid:10272	hsa:10272
ncbi-geneid:102723099	hsa:102723099
ncbi-geneid:102723165	hsa:102723165
ncbi-geneid:102723166	hsa:102723166
ncbi-geneid:102723167	hsa:102723167
ncbi-geneid:102723305	hsa:102723305
ncbi-geneid:102723313	hsa:102723313
ncbi-geneid:102723316	hsa:102723316
ncbi-geneid:102723318	hsa:102723318
ncbi-geneid:102723320	hsa:102723320
ncbi-geneid:102723321	hsa:102723321
ncbi-geneid:102723322	hsa:102723322
ncbi-geneid:102723323	hsa:102723323
ncbi-geneid:102723324	hsa:102723324
ncbi-geneid:102723330	hsa:102723330
ncbi-geneid:102723331	hsa:102723331
ncbi-geneid:102723332	hsa:102723332
ncbi-geneid:102723334	hsa:102723334
ncbi-geneid:102723335	hsa:102723335
ncbi-geneid:102723337	hsa:102723337
ncbi-geneid:102723338	hsa:102723338
ncbi-geneid:102723339	hsa:102723339
ncbi-geneid:102723340	hsa:102723340
ncbi-geneid:102723341	hsa:102723341
ncbi-geneid:102723342	hsa:102723342
ncbi-geneid:102723344	hsa:102723344
ncbi-geneid:102723345	hsa:102723345
ncbi-geneid:102723346	hsa:102723346
ncbi-geneid:102723347	hsa:102723347
ncbi-geneid:102723348	hsa:102723348
ncbi-geneid:102723350	hsa:102723350
ncbi-geneid:102723354	hsa:102723354
ncbi-geneid:102723356	hsa:102723356
ncbi-geneid:102723360	hsa:102723360
ncbi-geneid:102723362	hsa:102723362
ncbi-geneid:102723364	hsa:102723364
ncbi-geneid:102723368	hsa:102723368
ncbi-geneid:102723370	hsa:102723370
ncbi-geneid:102723373	hsa:102723373
ncbi-geneid:102723376	hsa:102723376
ncbi-geneid:102723377	hsa:102723377
ncbi-geneid:102723378	hsa:102723378
ncbi-geneid:102723380	hsa:102723380
ncbi-geneid:102723381	hsa:102723381
ncbi-geneid:102723382	hsa:102723382
ncbi-geneid:102723383	hsa:102723383
ncbi-geneid:102723385	hsa:102723385
ncbi-geneid:102723389	hsa:102723389
ncbi-geneid:102723390	hsa:102723390
ncbi-geneid:102723392	hsa:102723392
ncbi-geneid:102723393	hsa:102723393
ncbi-geneid:102723395	hsa:102723395
ncbi-geneid:102723396	hsa:102723396
ncbi-geneid:102723401	hsa:102723401
ncbi-geneid:102723403	hsa:102723403
ncbi-geneid:102723406	hsa:102723406
ncbi-geneid:102723407	hsa:102723407
ncbi-geneid:102723409	hsa:102723409
ncbi-geneid:102723413	hsa:102723413
ncbi-geneid:102723414	hsa:102723414
ncbi-geneid:102723415	hsa:102723415
ncbi-geneid:102723426	hsa:102723426
ncbi-geneid:102723427	hsa:102723427
ncbi-geneid:102723430	hsa:102723430
ncbi-geneid:102723436	hsa:102723436
ncbi-geneid:102723439	hsa:102723439
ncbi-geneid:102723441	hsa:102723441
ncbi-geneid:102723442	hsa:102723442
ncbi-geneid:102723444	hsa:102723444
ncbi-geneid:102723445	hsa:102723445
ncbi-geneid:102723446	hsa:102723446
ncbi-geneid:102723447	hsa:102723447
ncbi-geneid:102723448	hsa:102723448
ncbi-geneid:102723451	hsa:102723451
ncbi-geneid:102723458	hsa:102723458
ncbi-geneid:102723461	hsa:102723461
ncbi-geneid:102723464	hsa:102723464
ncbi-geneid:102723465	hsa:102723465
ncbi-geneid:102723468	hsa:102723468
ncbi-geneid:102723471	hsa:102723471
ncbi-geneid:102723478	hsa:102723478
ncbi-geneid:102723480	hsa:102723480
ncbi-geneid:102723481	hsa:102723481
ncbi-geneid:102723483	hsa:102723483
ncbi-geneid:102723487	hsa:102723487
ncbi-geneid:102723490	hsa:102723490
ncbi-geneid:102723493	hsa:102723493
ncbi-geneid:102723496	hsa:102723496
ncbi-geneid:102723502	hsa:102723502
ncbi-geneid:102723505	hsa:102723505
ncbi-geneid:102723506	hsa:102723506
ncbi-geneid:102723507	hsa:102723507
ncbi-geneid:102723508	hsa:102723508
ncbi-geneid:102723510	hsa:102723510
ncbi-geneid:102723512	hsa:102723512
ncbi-geneid:102723513	hsa:102723513
ncbi-geneid:102723516	hsa:102723516
ncbi-geneid:102723517	hsa:102723517
ncbi-geneid:102723525	hsa:102723525
ncbi-geneid:102723526	hsa:102723526
ncbi-geneid:102723529	hsa:102723529
ncbi-geneid:102723530	hsa:102723530
ncbi-geneid:102723532	hsa:102723532
ncbi-geneid:102723533	hsa:102723533
ncbi-geneid:102723534	hsa:102723534
ncbi-geneid:102723536	hsa:102723536
ncbi-geneid:102723539	hsa:102723539
ncbi-geneid:102723540	hsa:102723540
ncbi-geneid:102723543	hsa:102723543
ncbi-geneid:102723544	hsa:102723544
ncbi-geneid:102723546	hsa:102723546
ncbi-geneid:102723547	hsa:102723547
ncbi-geneid:102723548	hsa:102723548
ncbi-geneid:102723552	hsa:102723552
ncbi-geneid:102723553	hsa:102723553
ncbi-geneid:102723555	hsa:102723555
ncbi-geneid:102723557	hsa:102723557
ncbi-geneid:102723560	hsa:102723560
ncbi-geneid:102723561	hsa:102723561
ncbi-geneid:102723475	hsa:102723475
ncbi-geneid:102723562	hsa:102723562
ncbi-geneid:102723564	hsa:102723564
ncbi-geneid:102723566	hsa:102723566
ncbi-geneid:102723567	hsa:102723567
ncbi-geneid:102723568	hsa:102723568
ncbi-geneid:102723570	hsa:102723570
ncbi-geneid:102723575	hsa:102723575
ncbi-geneid:102723576	hsa:102723576
ncbi-geneid:102723578	hsa:102723578
ncbi-geneid:102723582	hsa:102723582
ncbi-geneid:102723584	hsa:102723584
ncbi-geneid:102723590	hsa:102723590
ncbi-geneid:102723591	hsa:102723591
ncbi-geneid:102723594	hsa:102723594
ncbi-geneid:102723596	hsa:102723596
ncbi-geneid:102723600	hsa:102723600
ncbi-geneid:102723603	hsa:102723603
ncbi-geneid:102723604	hsa:102723604
ncbi-geneid:102723605	hsa:102723605
ncbi-geneid:102723608	hsa:102723608
ncbi-geneid:102723617	hsa:102723617
ncbi-geneid:102723619	hsa:102723619
ncbi-geneid:102723623	hsa:102723623
ncbi-geneid:102723624	hsa:102723624
ncbi-geneid:102723629	hsa:102723629
ncbi-geneid:102723630	hsa:102723630
ncbi-geneid:102723631	hsa:102723631
ncbi-geneid:102723633	hsa:102723633
ncbi-geneid:102723635	hsa:102723635
ncbi-geneid:102723638	hsa:102723638
ncbi-geneid:102723639	hsa:102723639
ncbi-geneid:102723640	hsa:102723640
ncbi-geneid:102723641	hsa:102723641
ncbi-geneid:102723643	hsa:102723643
ncbi-geneid:102723644	hsa:102723644
ncbi-geneid:102723648	hsa:102723648
ncbi-geneid:102723649	hsa:102723649
ncbi-geneid:102723654	hsa:102723654
ncbi-geneid:102723655	hsa:102723655
ncbi-geneid:102723656	hsa:102723656
ncbi-geneid:102723657	hsa:102723657
ncbi-geneid:102723658	hsa:102723658
ncbi-geneid:102723661	hsa:102723661
ncbi-geneid:102723663	hsa:102723663
ncbi-geneid:102723665	hsa:102723665
ncbi-geneid:102723670	hsa:102723670
ncbi-geneid:102723672	hsa:102723672
ncbi-geneid:102723675	hsa:102723675
ncbi-geneid:102723678	hsa:102723678
ncbi-geneid:102723684	hsa:102723684
ncbi-geneid:102723686	hsa:102723686
ncbi-geneid:102723690	hsa:102723690
ncbi-geneid:102723692	hsa:102723692
ncbi-geneid:102723694	hsa:102723694
ncbi-geneid:102723696	hsa:102723696
ncbi-geneid:102723699	hsa:102723699
ncbi-geneid:102723680	hsa:102723680
ncbi-geneid:102723701	hsa:102723701
ncbi-geneid:102723703	hsa:102723703
ncbi-geneid:102723704	hsa:102723704
ncbi-geneid:102723706	hsa:102723706
ncbi-geneid:102723708	hsa:102723708
ncbi-geneid:102723709	hsa:102723709
ncbi-geneid:102723713	hsa:102723713
ncbi-geneid:102723714	hsa:102723714
ncbi-geneid:102723716	hsa:102723716
ncbi-geneid:102723722	hsa:102723722
ncbi-geneid:102723724	hsa:102723724
ncbi-geneid:102723725	hsa:102723725
ncbi-geneid:102723727	hsa:102723727
ncbi-geneid:102723728	hsa:102723728
ncbi-geneid:102723729	hsa:102723729
ncbi-geneid:102723730	hsa:102723730
ncbi-geneid:102723733	hsa:102723733
ncbi-geneid:102723737	hsa:102723737
ncbi-geneid:102723739	hsa:102723739
ncbi-geneid:102723740	hsa:102723740
ncbi-geneid:102723741	hsa:102723741
ncbi-geneid:102723742	hsa:102723742
ncbi-geneid:102723749	hsa:102723749
ncbi-geneid:102723750	hsa:102723750
ncbi-geneid:102723752	hsa:102723752
ncbi-geneid:102723753	hsa:102723753
ncbi-geneid:102723757	hsa:102723757
ncbi-geneid:102723758	hsa:102723758
ncbi-geneid:102723759	hsa:102723759
ncbi-geneid:102723760	hsa:102723760
ncbi-geneid:102723761	hsa:102723761
ncbi-geneid:102723763	hsa:102723763
ncbi-geneid:102723764	hsa:102723764
ncbi-geneid:102723765	hsa:102723765
ncbi-geneid:102723766	hsa:102723766
ncbi-geneid:102723769	hsa:102723769
ncbi-geneid:102723775	hsa:102723775
ncbi-geneid:102723778	hsa:102723778
ncbi-geneid:102723780	hsa:102723780
ncbi-geneid:102723782	hsa:102723782
ncbi-geneid:102723784	hsa:102723784
ncbi-geneid:102723786	hsa:102723786
ncbi-geneid:102723789	hsa:102723789
ncbi-geneid:102723791	hsa:102723791
ncbi-geneid:102723795	hsa:102723795
ncbi-geneid:102723796	hsa:102723796
ncbi-geneid:102723798	hsa:102723798
ncbi-geneid:102723803	hsa:102723803
ncbi-geneid:102723805	hsa:102723805
ncbi-geneid:102723806	hsa:102723806
ncbi-geneid:102723809	hsa:102723809
ncbi-geneid:102723811	hsa:102723811
ncbi-geneid:102723814	hsa:102723814
ncbi-geneid:102723817	hsa:102723817
ncbi-geneid:102723818	hsa:102723818
ncbi-geneid:102723819	hsa:102723819
ncbi-geneid:102723822	hsa:102723822
ncbi-geneid:102723824	hsa:102723824
ncbi-geneid:102723825	hsa:102723825
ncbi-geneid:102723828	hsa:102723828
ncbi-geneid:102723831	hsa:102723831
ncbi-geneid:102723833	hsa:102723833
ncbi-geneid:102723834	hsa:102723834
ncbi-geneid:102723838	hsa:102723838
ncbi-geneid:102723839	hsa:102723839
ncbi-geneid:102723840	hsa:102723840
ncbi-geneid:102723841	hsa:102723841
ncbi-geneid:102723842	hsa:102723842
ncbi-geneid:102723846	hsa:102723846
ncbi-geneid:102723847	hsa:102723847
ncbi-geneid:102723849	hsa:102723849
ncbi-geneid:102723850	hsa:102723850
ncbi-geneid:102723851	hsa:102723851
ncbi-geneid:102723854	hsa:102723854
ncbi-geneid:102723855	hsa:102723855
ncbi-geneid:102723859	hsa:102723859
ncbi-geneid:102723862	hsa:102723862
ncbi-geneid:102723869	hsa:102723869
ncbi-geneid:102723870	hsa:102723870
ncbi-geneid:102723872	hsa:102723872
ncbi-geneid:102723875	hsa:102723875
ncbi-geneid:102723876	hsa:102723876
ncbi-geneid:102723878	hsa:102723878
ncbi-geneid:102723879	hsa:102723879
ncbi-geneid:102723883	hsa:102723883
ncbi-geneid:102723885	hsa:102723885
ncbi-geneid:102723886	hsa:102723886
ncbi-geneid:102723890	hsa:102723890
ncbi-geneid:102723895	hsa:102723895
ncbi-geneid:102723896	hsa:102723896
ncbi-geneid:102723897	hsa:102723897
ncbi-geneid:102723899	hsa:102723899
ncbi-geneid:102723904	hsa:102723904
ncbi-geneid:102723906	hsa:102723906
ncbi-geneid:102723910	hsa:102723910
ncbi-geneid:102723911	hsa:102723911
ncbi-geneid:102723914	hsa:102723914
ncbi-geneid:102723915	hsa:102723915
ncbi-geneid:102723917	hsa:102723917
ncbi-geneid:102723920	hsa:102723920
ncbi-geneid:102723922	hsa:102723922
ncbi-geneid:102723924	hsa:102723924
ncbi-geneid:102723927	hsa:102723927
ncbi-geneid:102723930	hsa:102723930
ncbi-geneid:102723932	hsa:102723932
ncbi-geneid:102723933	hsa:102723933
ncbi-geneid:102723935	hsa:102723935
ncbi-geneid:102723944	hsa:102723944
ncbi-geneid:102723948	hsa:102723948
ncbi-geneid:102723955	hsa:102723955
ncbi-geneid:102723961	hsa:102723961
ncbi-geneid:102723963	hsa:102723963
ncbi-geneid:102723966	hsa:102723966
ncbi-geneid:102723967	hsa:102723967
ncbi-geneid:102723968	hsa:102723968
ncbi-geneid:102723971	hsa:102723971
ncbi-geneid:102723983	hsa:102723983
ncbi-geneid:102723985	hsa:102723985
ncbi-geneid:102723989	hsa:102723989
ncbi-geneid:102723994	hsa:102723994
ncbi-geneid:102723996	hsa:102723996
ncbi-geneid:102724000	hsa:102724000
ncbi-geneid:102724001	hsa:102724001
ncbi-geneid:102724008	hsa:102724008
ncbi-geneid:102724009	hsa:102724009
ncbi-geneid:102724014	hsa:102724014
ncbi-geneid:102724015	hsa:102724015
ncbi-geneid:102724017	hsa:102724017
ncbi-geneid:102724018	hsa:102724018
ncbi-geneid:102724019	hsa:102724019
ncbi-geneid:102724020	hsa:102724020
ncbi-geneid:102724023	hsa:102724023
ncbi-geneid:102724027	hsa:102724027
ncbi-geneid:102724030	hsa:102724030
ncbi-geneid:102724034	hsa:102724034
ncbi-geneid:102724036	hsa:102724036
ncbi-geneid:102724039	hsa:102724039
ncbi-geneid:102724046	hsa:102724046
ncbi-geneid:102724047	hsa:102724047
ncbi-geneid:102724048	hsa:102724048
ncbi-geneid:102724050	hsa:102724050
ncbi-geneid:102724052	hsa:102724052
ncbi-geneid:102724053	hsa:102724053
ncbi-geneid:102724055	hsa:102724055
ncbi-geneid:102724057	hsa:102724057
ncbi-geneid:102724058	hsa:102724058
ncbi-geneid:102724062	hsa:102724062
ncbi-geneid:102724064	hsa:102724064
ncbi-geneid:102724068	hsa:102724068
ncbi-geneid:102724072	hsa:102724072
ncbi-geneid:102724076	hsa:102724076
ncbi-geneid:102724077	hsa:102724077
ncbi-geneid:102724078	hsa:102724078
ncbi-geneid:102724080	hsa:102724080
ncbi-geneid:102724081	hsa:102724081
ncbi-geneid:102724082	hsa:102724082
ncbi-geneid:102724084	hsa:102724084
ncbi-geneid:102724087	hsa:102724087
ncbi-geneid:102724092	hsa:102724092
ncbi-geneid:102724093	hsa:102724093
ncbi-geneid:102724094	hsa:102724094
ncbi-geneid:102724096	hsa:102724096
ncbi-geneid:102724097	hsa:102724097
ncbi-geneid:102724100	hsa:102724100
ncbi-geneid:102724101	hsa:102724101
ncbi-geneid:102724102	hsa:102724102
ncbi-geneid:102724104	hsa:102724104
ncbi-geneid:102724105	hsa:102724105
ncbi-geneid:102724117	hsa:102724117
ncbi-geneid:102724120	hsa:102724120
ncbi-geneid:102724122	hsa:102724122
ncbi-geneid:102724124	hsa:102724124
ncbi-geneid:102724127	hsa:102724127
ncbi-geneid:102724130	hsa:102724130
ncbi-geneid:102724133	hsa:102724133
ncbi-geneid:102724135	hsa:102724135
ncbi-geneid:102724139	hsa:102724139
ncbi-geneid:102724142	hsa:102724142
ncbi-geneid:102724143	hsa:102724143
ncbi-geneid:102724145	hsa:102724145
ncbi-geneid:102724146	hsa:102724146
ncbi-geneid:102724148	hsa:102724148
ncbi-geneid:102724149	hsa:102724149
ncbi-geneid:102724150	hsa:102724150
ncbi-geneid:102724151	hsa:102724151
ncbi-geneid:102724152	hsa:102724152
ncbi-geneid:102724153	hsa:102724153
ncbi-geneid:102724156	hsa:102724156
ncbi-geneid:102724158	hsa:102724158
ncbi-geneid:102724159	hsa:102724159
ncbi-geneid:102724163	hsa:102724163
ncbi-geneid:102724165	hsa:102724165
ncbi-geneid:102724167	hsa:102724167
ncbi-geneid:102724168	hsa:102724168
ncbi-geneid:102724183	hsa:102724183
ncbi-geneid:102724184	hsa:102724184
ncbi-geneid:102724188	hsa:102724188
ncbi-geneid:102724190	hsa:102724190
ncbi-geneid:102724193	hsa:102724193
ncbi-geneid:102724194	hsa:102724194
ncbi-geneid:102724197	hsa:102724197
ncbi-geneid:102724200	hsa:102724200
ncbi-geneid:102724201	hsa:102724201
ncbi-geneid:102724202	hsa:102724202
ncbi-geneid:102724207	hsa:102724207
ncbi-geneid:102724208	hsa:102724208
ncbi-geneid:102724210	hsa:102724210
ncbi-geneid:102724211	hsa:102724211
ncbi-geneid:102724214	hsa:102724214
ncbi-geneid:102724216	hsa:102724216
ncbi-geneid:102724219	hsa:102724219
ncbi-geneid:102724220	hsa:102724220
ncbi-geneid:102724222	hsa:102724222
ncbi-geneid:102724224	hsa:102724224
ncbi-geneid:102724227	hsa:102724227
ncbi-geneid:102724229	hsa:102724229
ncbi-geneid:102724231	hsa:102724231
ncbi-geneid:102724233	hsa:102724233
ncbi-geneid:102724234	hsa:102724234
ncbi-geneid:102724237	hsa:102724237
ncbi-geneid:102724238	hsa:102724238
ncbi-geneid:102724245	hsa:102724245
ncbi-geneid:102724246	hsa:102724246
ncbi-geneid:102724250	hsa:102724250
ncbi-geneid:102724253	hsa:102724253
ncbi-geneid:102724261	hsa:102724261
ncbi-geneid:102724262	hsa:102724262
ncbi-geneid:102724264	hsa:102724264
ncbi-geneid:102724265	hsa:102724265
ncbi-geneid:102724273	hsa:102724273
ncbi-geneid:102724279	hsa:102724279
ncbi-geneid:102724288	hsa:102724288
ncbi-geneid:102724289	hsa:102724289
ncbi-geneid:102724290	hsa:102724290
ncbi-geneid:102724292	hsa:102724292
ncbi-geneid:102724294	hsa:102724294
ncbi-geneid:102724297	hsa:102724297
ncbi-geneid:102724301	hsa:102724301
ncbi-geneid:102724307	hsa:102724307
ncbi-geneid:102724312	hsa:102724312
ncbi-geneid:102724316	hsa:102724316
ncbi-geneid:102724319	hsa:102724319
ncbi-geneid:102724321	hsa:102724321
ncbi-geneid:102724322	hsa:102724322
ncbi-geneid:102724323	hsa:102724323
ncbi-geneid:102724327	hsa:102724327
ncbi-geneid:102724329	hsa:102724329
ncbi-geneid:102724330	hsa:102724330
ncbi-geneid:102724333	hsa:102724333
ncbi-geneid:102724334	hsa:102724334
ncbi-geneid:102724338	hsa:102724338
ncbi-geneid:102724339	hsa:102724339
ncbi-geneid:102724340	hsa:102724340
ncbi-geneid:102724341	hsa:102724341
ncbi-geneid:102724344	hsa:102724344
ncbi-geneid:102724350	hsa:102724350
ncbi-geneid:102724351	hsa:102724351
ncbi-geneid:102724354	hsa:102724354
ncbi-geneid:102724355	hsa:102724355
ncbi-geneid:102724357	hsa:102724357
ncbi-geneid:102724358	hsa:102724358
ncbi-geneid:102724360	hsa:102724360
ncbi-geneid:102724362	hsa:102724362
ncbi-geneid:102724363	hsa:102724363
ncbi-geneid:102724364	hsa:102724364
ncbi-geneid:102724368	hsa:102724368
ncbi-geneid:102724370	hsa:102724370
ncbi-geneid:102724373	hsa:102724373
ncbi-geneid:102724378	hsa:102724378
ncbi-geneid:102724379	hsa:102724379
ncbi-geneid:102724380	hsa:102724380
ncbi-geneid:102724382	hsa:102724382
ncbi-geneid:102724386	hsa:102724386
ncbi-geneid:102724389	hsa:102724389
ncbi-geneid:102724392	hsa:102724392
ncbi-geneid:102724393	hsa:102724393
ncbi-geneid:102724397	hsa:102724397
ncbi-geneid:102724398	hsa:102724398
ncbi-geneid:102724404	hsa:102724404
ncbi-geneid:102724406	hsa:102724406
ncbi-geneid:102724407	hsa:102724407
ncbi-geneid:102724410	hsa:102724410
ncbi-geneid:102724416	hsa:102724416
ncbi-geneid:102724417	hsa:102724417
ncbi-geneid:102724419	hsa:102724419
ncbi-geneid:102724420	hsa:102724420
ncbi-geneid:102724421	hsa:102724421
ncbi-geneid:102724422	hsa:102724422
ncbi-geneid:102724427	hsa:102724427
ncbi-geneid:102724428	hsa:102724428
ncbi-geneid:102724429	hsa:102724429
